X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	H2O2	AR	H2O	Therm(1/s)
0.000716762	0.60242277	623.13908	498694.9	2662.4793	0.65039794	0.002258416	0.004895761	0.014006035	0.03068989	0.025508911	3.08E-05	8.04E-06	0.80655231	0.1160498	119797.29
0.000725712	0.60369354	624.81047	498017.51	2666.885	0.6486581	0.002246225	0.0048917	0.013946381	0.030608759	0.025534351	3.07E-05	7.94E-06	0.80655231	0.11618166	117871.43
0.000734662	0.60494785	626.45914	497349.32	2671.2117	0.64695101	0.002234269	0.004887652	0.013887692	0.030529076	0.025558858	3.05E-05	7.84E-06	0.80655231	0.11631179	116003.74
0.000743612	0.60618616	628.08573	496690.09	2675.4618	0.64527557	0.002222542	0.004883619	0.013829942	0.030450792	0.025582468	3.03E-05	7.74E-06	0.80655231	0.11644022	114191.59
0.000752563	0.60740892	629.69087	496039.54	2679.6378	0.6436307	0.002211035	0.0048796	0.013773105	0.030373865	0.025605216	3.02E-05	7.65E-06	0.80655231	0.11656701	112432.51
0.000761513	0.60861657	631.27515	495397.45	2683.7418	0.64201541	0.002199741	0.004875597	0.013717154	0.03029825	0.025627136	3.00E-05	7.56E-06	0.80655231	0.11669219	110724.17
0.000770463	0.60980952	632.83915	494763.58	2687.776	0.64042874	0.002188654	0.004871609	0.013662067	0.030223908	0.025648258	2.99E-05	7.47E-06	0.80655231	0.1168158	109064.38
0.000779413	0.61098815	634.38341	494137.71	2691.7423	0.63886976	0.002177767	0.004867637	0.01360782	0.030150799	0.025668613	2.98E-05	7.38E-06	0.80655231	0.11693789	107451.07
0.000788363	0.61215285	635.90845	493519.63	2695.6429	0.63733761	0.002167074	0.004863682	0.01355439	0.030078886	0.02568823	2.96E-05	7.30E-06	0.80655231	0.11705848	105882.3
0.000797313	0.61330399	637.41478	492909.13	2699.4795	0.63583146	0.00215657	0.004859744	0.013501757	0.030008134	0.025707136	2.95E-05	7.22E-06	0.80655231	0.11717762	104356.22
0.000806263	0.61444189	638.90289	492306.02	2703.2539	0.63435051	0.002146248	0.004855822	0.013449899	0.029938509	0.025725356	2.94E-05	7.14E-06	0.80655231	0.11729533	102871.08
0.000815214	0.61556692	640.37323	491710.1	2706.9679	0.632894	0.002136103	0.004851918	0.013398797	0.029869979	0.025742916	2.92E-05	7.06E-06	0.80655231	0.11741166	101425.24
0.000824164	0.61667937	641.82625	491121.21	2710.623	0.6314612	0.00212613	0.004848031	0.013348433	0.029802511	0.025759839	2.91E-05	6.98E-06	0.80655231	0.11752662	100017.14
0.000833114	0.61777956	643.26238	490539.17	2714.2209	0.63005142	0.002116324	0.004844162	0.013298787	0.029736078	0.025776146	2.90E-05	6.91E-06	0.80655231	0.11764026	98645.299
0.000842064	0.6188678	644.68202	489963.8	2717.7631	0.62866399	0.00210668	0.004840311	0.013249842	0.02967065	0.025791861	2.89E-05	6.84E-06	0.80655231	0.11775261	97308.312
0.000851014	0.61994435	646.08559	489394.95	2721.251	0.62729828	0.002097194	0.004836478	0.013201581	0.029606199	0.025807004	2.88E-05	6.77E-06	0.80655231	0.11786368	96004.85
0.000859964	0.62100951	647.47344	488832.47	2724.6861	0.62595366	0.002087862	0.004832664	0.013153987	0.0295427	0.025821593	2.87E-05	6.70E-06	0.80655231	0.11797351	94733.649
0.000868915	0.62206352	648.84597	488276.2	2728.0697	0.62462956	0.002078678	0.004828867	0.013107045	0.029480127	0.025835648	2.86E-05	6.63E-06	0.80655231	0.11808212	93493.508
0.000877865	0.62310666	650.20351	487726.01	2731.4031	0.62332542	0.00206964	0.004825089	0.01306074	0.029418456	0.025849187	2.84E-05	6.57E-06	0.80655231	0.11818955	92283.286
0.000895765	0.62516126	652.87501	486643.28	2737.9242	0.62077483	0.002051983	0.004817589	0.012969979	0.029297727	0.025874784	2.82E-05	6.44E-06	0.80655231	0.11840093	89948.308
0.000911875	0.62697557	655.23143	485688.25	2743.6336	0.61854233	0.002036552	0.004810902	0.012890328	0.029191931	0.025896221	2.81E-05	6.33E-06	0.80655231	0.11858734	87938.785
0.000927985	0.6287582	657.54427	484750.88	2749.1984	0.61636668	0.002021534	0.004804276	0.012812524	0.02908872	0.025916233	2.79E-05	6.23E-06	0.80655231	0.11877026	86010.793
0.000944096	0.63051035	659.8152	483830.5	2754.6248	0.61424529	0.002006913	0.00479771	0.012736495	0.028987983	0.0259349	2.77E-05	6.12E-06	0.80655231	0.1189498	84159.392
0.000960206	0.63223314	662.04578	482926.47	2759.9184	0.61217576	0.00199267	0.004791205	0.012662172	0.028889615	0.025952298	2.76E-05	6.03E-06	0.80655231	0.1191261	82380.037
0.000976316	0.63392764	664.23748	482038.2	2765.0845	0.61015583	0.001978789	0.004784761	0.012589491	0.028793518	0.025968496	2.74E-05	5.94E-06	0.80655231	0.11929924	80668.536
0.000992427	0.63559485	666.3917	481165.12	2770.1281	0.60818341	0.001965256	0.004778376	0.012518392	0.028699601	0.025983559	2.73E-05	5.85E-06	0.80655231	0.11946935	79021.019
0.001008537	0.63723571	668.50975	480306.7	2775.054	0.60625649	0.001952055	0.004772052	0.012448816	0.028607775	0.025997549	2.72E-05	5.76E-06	0.80655231	0.11963651	77433.906
0.001024647	0.63885112	670.59287	479462.44	2779.8666	0.60437323	0.001939173	0.004765787	0.01238071	0.02851796	0.026010522	2.70E-05	5.68E-06	0.80655231	0.11980082	75903.881
0.001040757	0.64044194	672.64223	478631.85	2784.5702	0.60253186	0.001926598	0.004759582	0.012314022	0.028430079	0.026022532	2.69E-05	5.60E-06	0.80655231	0.11996237	74427.868
0.001056868	0.64200895	674.65896	477814.5	2789.1688	0.60073074	0.001914318	0.004753435	0.012248703	0.028344059	0.026033628	2.68E-05	5.52E-06	0.80655231	0.12012124	73003.008
0.001072978	0.64355293	676.6441	477009.94	2793.666	0.59896831	0.00190232	0.004747347	0.012184706	0.028259832	0.026043857	2.67E-05	5.44E-06	0.80655231	0.12027751	71626.644
0.001089088	0.64507459	678.59867	476217.78	2798.0656	0.5972431	0.001890596	0.004741317	0.012121987	0.028177333	0.026053264	2.65E-05	5.37E-06	0.80655231	0.12043127	70296.3
0.001105198	0.64657463	680.52361	475437.62	2802.3709	0.59555373	0.001879134	0.004735344	0.012060504	0.028096501	0.026061889	2.64E-05	5.30E-06	0.80655231	0.12058257	69009.667
0.001121309	0.6480537	682.41985	474669.1	2806.5851	0.59389887	0.001867924	0.004729428	0.012000218	0.028017277	0.026069771	2.63E-05	5.23E-06	0.80655231	0.1207315	67764.59
0.001137419	0.64951241	684.28823	473911.87	2810.7113	0.59227729	0.001856959	0.004723569	0.011941089	0.027939607	0.026076947	2.62E-05	5.17E-06	0.80655231	0.12087812	66559.053
0.001153529	0.65095138	686.12958	473165.59	2814.7524	0.59068781	0.001846228	0.004717765	0.011883081	0.027863437	0.026083451	2.61E-05	5.10E-06	0.80655231	0.12102249	65391.17
0.00116964	0.65237116	687.9447	472429.94	2818.7111	0.5891293	0.001835725	0.004712017	0.011826161	0.027788719	0.026089316	2.60E-05	5.04E-06	0.80655231	0.12116467	64259.175
0.00118575	0.65377229	689.73432	471704.63	2822.5902	0.58760071	0.001825441	0.004706323	0.011770293	0.027715405	0.026094572	2.59E-05	4.98E-06	0.80655231	0.12130473	63161.412
0.00120186	0.65515528	691.49917	470989.36	2826.3921	0.58610103	0.001815369	0.004700684	0.011715448	0.02764345	0.026099248	2.58E-05	4.92E-06	0.80655231	0.12144271	62096.325
0.00121797	0.65652064	693.23993	470283.84	2830.1192	0.5846293	0.001805502	0.004695098	0.011661594	0.027572811	0.026103372	2.58E-05	4.87E-06	0.80655231	0.12157868	61062.451
0.001234081	0.65786884	694.95726	469587.83	2833.7739	0.58318461	0.001795833	0.004689565	0.011608703	0.027503448	0.026106968	2.57E-05	4.81E-06	0.80655231	0.12171267	60058.417
0.001250191	0.65920032	696.65178	468901.06	2837.3583	0.58176608	0.001786355	0.004684085	0.011556747	0.02743532	0.026110063	2.56E-05	4.76E-06	0.80655231	0.12184476	59082.929
0.001266301	0.66051552	698.3241	468223.29	2840.8745	0.58037289	0.001777064	0.004678656	0.011505699	0.027368392	0.026112678	2.55E-05	4.71E-06	0.80655231	0.12197497	58134.765
0.001282411	0.66181485	699.97478	467554.29	2844.3245	0.57900425	0.001767952	0.004673278	0.011455534	0.027302627	0.026114837	2.54E-05	4.66E-06	0.80655231	0.12210336	57212.776
0.001298522	0.66309872	701.60439	466893.83	2847.7102	0.57765941	0.001759014	0.004667951	0.011406226	0.027237991	0.026116559	2.54E-05	4.61E-06	0.80655231	0.12222997	56315.877
0.001314632	0.6643675	703.21345	466241.7	2851.0335	0.57633764	0.001750246	0.004662674	0.011357754	0.027174452	0.026117865	2.53E-05	4.56E-06	0.80655231	0.12235484	55443.04
0.001330742	0.66562156	704.80247	465597.68	2854.2962	0.57503825	0.001741641	0.004657447	0.011310094	0.027111979	0.026118773	2.52E-05	4.51E-06	0.80655231	0.12247801	54593.296
0.001346852	0.66686125	706.37194	464961.6	2857.4999	0.57376059	0.001733196	0.004652268	0.011263224	0.027050542	0.026119301	2.52E-05	4.47E-06	0.80655231	0.12259953	53765.727
0.001362963	0.66808692	707.92233	464333.24	2860.6462	0.57250402	0.001724904	0.004647137	0.011217124	0.026990112	0.026119466	2.51E-05	4.42E-06	0.80655231	0.12271942	52959.463
0.001379073	0.66929888	709.45409	463712.44	2863.7368	0.57126794	0.001716763	0.004642054	0.011171773	0.026930662	0.026119284	2.50E-05	4.38E-06	0.80655231	0.12283774	52173.681
0.001395183	0.67049746	710.96766	463099	2866.773	0.57005178	0.001708768	0.004637019	0.011127153	0.026872165	0.026118771	2.50E-05	4.34E-06	0.80655231	0.1229545	51407.6
0.001411294	0.67168295	712.46346	462492.77	2869.7564	0.56885497	0.001700914	0.004632029	0.011083244	0.026814596	0.026117942	2.49E-05	4.30E-06	0.80655231	0.12306975	50660.477
0.001427404	0.67285564	713.94188	461893.58	2872.6884	0.56767699	0.001693197	0.004627086	0.01104003	0.026757932	0.026116809	2.48E-05	4.26E-06	0.80655231	0.12318352	49931.609
0.001443514	0.67401582	715.40333	461301.28	2875.5702	0.56651732	0.001685615	0.004622188	0.010997492	0.026702148	0.026115387	2.48E-05	4.22E-06	0.80655231	0.12329584	49220.327
0.001459624	0.67516376	716.84818	460715.7	2878.4031	0.56537547	0.001678162	0.004617335	0.010955614	0.026647222	0.026113687	2.47E-05	4.18E-06	0.80655231	0.12340674	48525.994
0.001491845	0.67742395	719.68949	459564.15	2883.9273	0.56314339	0.001663634	0.004607762	0.010873774	0.026539859	0.026109506	2.46E-05	4.11E-06	0.80655231	0.12362441	47185.781
0.001520843	0.67941877	722.1934	458549.34	2888.744	0.56119092	0.00165097	0.004599294	0.010802221	0.026445959	0.026104911	2.45E-05	4.04E-06	0.80655231	0.12381574	46031.776
0.001549842	0.68137772	724.64878	457554.21	2893.4203	0.5592894	0.001638678	0.004590963	0.010732572	0.026354526	0.02609959	2.45E-05	3.98E-06	0.80655231	0.12400292	44924.093
0.00157884	0.68330208	727.0574	456578.02	2897.9622	0.55743656	0.00162674	0.004582766	0.010664751	0.026265456	0.0260936	2.44E-05	3.93E-06	0.80655231	0.12418607	43859.974
0.001607839	0.68519306	729.42094	455620.1	2902.3753	0.5556303	0.001615141	0.004574701	0.010598683	0.026178652	0.026086992	2.43E-05	3.87E-06	0.80655231	0.12436535	42836.881
0.001636837	0.68705178	731.74096	454679.82	2906.665	0.55386865	0.001603866	0.004566765	0.010534299	0.026094022	0.026079812	2.42E-05	3.82E-06	0.80655231	0.12454088	41852.474
0.001665836	0.68887932	734.01896	453756.58	2910.8361	0.55214974	0.001592902	0.004558954	0.010471534	0.026011479	0.026072105	2.41E-05	3.77E-06	0.80655231	0.1247128	40904.587
0.001694834	0.69067669	736.25634	452849.8	2914.8934	0.55047184	0.001582235	0.004551266	0.010410326	0.025930943	0.026063912	2.41E-05	3.72E-06	0.80655231	0.12488121	39991.22
0.001723833	0.69244486	738.45442	451958.94	2918.8414	0.5488333	0.001571853	0.004543699	0.010350616	0.025852336	0.02605527	2.40E-05	3.67E-06	0.80655231	0.12504623	39110.517
0.001752831	0.69418473	740.61449	451083.49	2922.6841	0.54723258	0.001561744	0.00453625	0.01029235	0.025775586	0.026046214	2.39E-05	3.62E-06	0.80655231	0.12520797	38260.755
0.00178183	0.69589717	742.73772	450222.97	2926.4257	0.54566823	0.001551899	0.004528917	0.010235473	0.025700625	0.026036777	2.39E-05	3.58E-06	0.80655231	0.12536653	37440.334
0.001810828	0.69758301	744.82527	449376.91	2930.0698	0.54413887	0.001542305	0.004521696	0.010179937	0.025627388	0.026026988	2.38E-05	3.53E-06	0.80655231	0.125522	36647.764
0.001839827	0.69924302	746.87822	448544.87	2933.6199	0.54264319	0.001532955	0.004514587	0.010125695	0.025555814	0.026016876	2.38E-05	3.49E-06	0.80655231	0.12567449	35881.656
0.001868825	0.70087796	748.89759	447726.44	2937.0796	0.54117997	0.001523838	0.004507586	0.0100727	0.025485843	0.026006468	2.37E-05	3.45E-06	0.80655231	0.12582407	35140.713
0.001897824	0.70248852	750.88438	446921.22	2940.452	0.53974804	0.001514946	0.004500691	0.010020912	0.025417422	0.025995786	2.37E-05	3.41E-06	0.80655231	0.12597084	34423.725
0.001926822	0.70407539	752.83952	446128.82	2943.7401	0.53834631	0.001506271	0.004493901	0.009970288	0.025350496	0.025984855	2.36E-05	3.38E-06	0.80655231	0.12611487	33729.559
0.00195582	0.70563922	754.76391	445348.89	2946.9469	0.53697371	0.001497804	0.004487212	0.00992079	0.025285018	0.025973695	2.36E-05	3.34E-06	0.80655231	0.12625625	33057.155
0.001984819	0.70718062	756.6584	444581.08	2950.0751	0.53562926	0.001489539	0.004480624	0.009872381	0.025220938	0.025962326	2.35E-05	3.30E-06	0.80655231	0.12639504	32405.517
0.002013817	0.70870018	758.5238	443825.05	2953.1274	0.53431201	0.001481468	0.004474133	0.009825026	0.025158212	0.025950766	2.35E-05	3.27E-06	0.80655231	0.12653132	31773.711
0.002042816	0.71019848	760.36091	443080.49	2956.1062	0.53302106	0.001473585	0.004467739	0.009778691	0.025096796	0.025939034	2.34E-05	3.24E-06	0.80655231	0.12666516	31160.861
0.002071814	0.71167605	762.17047	442347.1	2959.0141	0.53175555	0.001465882	0.004461438	0.009733344	0.02503665	0.025927144	2.34E-05	3.21E-06	0.80655231	0.12679662	30566.14
0.002100813	0.71313341	763.95321	441624.58	2961.8532	0.53051466	0.001458355	0.00445523	0.009688953	0.024977734	0.025915112	2.34E-05	3.17E-06	0.80655231	0.12692576	29988.773
0.002129811	0.71457106	765.7098	440912.65	2964.6259	0.52929763	0.001450997	0.004449113	0.009645491	0.024920009	0.025902953	2.33E-05	3.14E-06	0.80655231	0.12705265	29428.027
0.00215881	0.71598948	767.44091	440211.05	2967.3341	0.52810369	0.001443802	0.004443084	0.009602927	0.024863441	0.025890679	2.33E-05	3.11E-06	0.80655231	0.12717735	28883.21
0.002187808	0.71738913	769.14718	439519.52	2969.9799	0.52693215	0.001436766	0.004437142	0.009561236	0.024807995	0.025878302	2.32E-05	3.09E-06	0.80655231	0.1272999	28353.672
0.002216807	0.71877045	770.82922	438837.81	2972.5652	0.52578233	0.001429883	0.004431286	0.009520391	0.024753638	0.025865835	2.32E-05	3.06E-06	0.80655231	0.12742037	27838.796
0.002245805	0.72013386	772.48761	438165.68	2975.0918	0.52465357	0.001423149	0.004425513	0.009480368	0.024700339	0.025853288	2.32E-05	3.03E-06	0.80655231	0.12753881	27337.998
0.002274804	0.72147978	774.12291	437502.91	2977.5616	0.52354526	0.001416558	0.004419823	0.009441143	0.024648066	0.025840672	2.31E-05	3.01E-06	0.80655231	0.12765527	26850.728
0.002303802	0.7228086	775.73568	436849.28	2979.9763	0.52245679	0.001410107	0.004414213	0.009402692	0.024596791	0.025827995	2.31E-05	2.98E-06	0.80655231	0.12776979	26376.462
0.002332801	0.7241207	777.32644	436204.56	2982.3373	0.52138762	0.001403791	0.004408682	0.009364994	0.024546486	0.025815267	2.31E-05	2.96E-06	0.80655231	0.12788242	25914.704
0.002361799	0.72541645	778.89568	435568.56	2984.6464	0.52033717	0.001397605	0.004403229	0.009328027	0.024497125	0.025802497	2.31E-05	2.93E-06	0.80655231	0.12799321	25464.986
0.002390798	0.72669619	780.44391	434941.09	2986.905	0.51930494	0.001391547	0.004397852	0.009291772	0.024448681	0.025789691	2.30E-05	2.91E-06	0.80655231	0.1281022	25026.86
0.002419796	0.72796028	781.97158	434321.94	2989.1146	0.51829042	0.001385613	0.00439255	0.009256209	0.02440113	0.025776858	2.30E-05	2.88E-06	0.80655231	0.12820944	24599.902
0.002448795	0.72920903	783.47915	433710.94	2991.2765	0.51729312	0.001379798	0.004387321	0.009221318	0.024354448	0.025764005	2.30E-05	2.86E-06	0.80655231	0.12831496	24183.708
0.002477793	0.73044278	784.96707	433107.9	2993.3921	0.51631259	0.001374099	0.004382164	0.009187082	0.024308612	0.025751137	2.29E-05	2.84E-06	0.80655231	0.1284188	23777.895
0.00253579	0.73286645	787.88559	431925.06	2997.4895	0.51440004	0.001363037	0.004372062	0.009120505	0.02421939	0.025725384	2.29E-05	2.80E-06	0.80655231	0.12862161	22995.966
0.002593787	0.73523364	790.73037	430772.1	3001.4166	0.5125494	0.001352403	0.004362232	0.009056346	0.024133297	0.025699642	2.28E-05	2.76E-06	0.80655231	0.12881816	22251.392
0.002651784	0.73754654	793.50443	429647.81	3005.1823	0.51075755	0.001342172	0.004352665	0.00899448	0.024050178	0.02567395	2.28E-05	2.72E-06	0.80655231	0.12900871	21541.693
0.002709781	0.73980722	796.2106	428551.03	3008.7952	0.50902158	0.001332323	0.004343353	0.008934794	0.023969887	0.025648343	2.28E-05	2.69E-06	0.80655231	0.12919354	20864.61
0.002767778	0.74201762	798.85154	427480.69	3012.2631	0.5073388	0.001322837	0.004334286	0.00887718	0.023892289	0.025622851	2.27E-05	2.65E-06	0.80655231	0.12937287	20218.073
0.002825775	0.74417957	801.42975	426435.77	3015.5933	0.50570668	0.001313694	0.004325455	0.008821537	0.023817258	0.0255975	2.27E-05	2.62E-06	0.80655231	0.12954694	19600.189
0.002883772	0.7462948	803.94759	425415.32	3018.7928	0.50412288	0.001304877	0.004316854	0.008767773	0.023744674	0.025572312	2.26E-05	2.59E-06	0.80655231	0.12971597	19009.217
0.002941769	0.74836493	806.4073	424418.43	3021.8679	0.50258521	0.001296371	0.004308473	0.008715799	0.023674427	0.025547308	2.26E-05	2.56E-06	0.80655231	0.12988015	18443.557
0.002999766	0.75039151	808.81096	423444.25	3024.8246	0.5010916	0.00128816	0.004300306	0.008665533	0.023606413	0.025522505	2.26E-05	2.53E-06	0.80655231	0.13003967	17901.732
0.003057763	0.75237599	811.16059	422491.97	3027.6687	0.49964013	0.001280229	0.004292346	0.008616897	0.023540533	0.025497917	2.25E-05	2.50E-06	0.80655231	0.13019473	17382.38
0.00311576	0.75431978	813.45806	421560.83	3030.4054	0.49822898	0.001272566	0.004284585	0.008569819	0.023476696	0.025473559	2.25E-05	2.47E-06	0.80655231	0.13034549	16884.239
0.003173757	0.75622418	815.70516	420650.11	3033.0398	0.49685646	0.001265158	0.004277018	0.008524229	0.023414813	0.025449441	2.25E-05	2.45E-06	0.80655231	0.13049211	16406.142
0.003231753	0.75809045	817.9036	419759.11	3035.5765	0.49552096	0.001257993	0.004269637	0.008480064	0.023354804	0.025425573	2.24E-05	2.42E-06	0.80655231	0.13063475	15947.003
0.00328975	0.75991978	820.055	418887.17	3038.02	0.49422097	0.001251061	0.004262438	0.008437261	0.023296591	0.025401962	2.24E-05	2.40E-06	0.80655231	0.13077356	15505.816
0.003347747	0.7617133	822.16088	418033.68	3040.3745	0.49295508	0.001244351	0.004255414	0.008395765	0.0232401	0.025378615	2.24E-05	2.38E-06	0.80655231	0.13090868	15081.64
0.003405744	0.76347211	824.22272	417198.05	3042.6439	0.49172192	0.001237853	0.004248559	0.00835552	0.023185262	0.025355537	2.24E-05	2.36E-06	0.80655231	0.13104024	14673.602
0.003463741	0.76519724	826.2419	416379.69	3044.8319	0.49052024	0.001231559	0.004241869	0.008316474	0.023132011	0.025332734	2.23E-05	2.34E-06	0.80655231	0.13116838	14280.885
0.003521738	0.76688968	828.21978	415578.08	3046.9421	0.48934883	0.001225459	0.004235339	0.008278579	0.023080286	0.025310208	2.23E-05	2.32E-06	0.80655231	0.1312932	13902.727
0.003579735	0.76855037	830.15761	414792.7	3048.9777	0.48820655	0.001219545	0.004228962	0.008241789	0.023030027	0.025287962	2.23E-05	2.30E-06	0.80655231	0.13141483	13538.412
0.003637732	0.77018022	832.05662	414023.05	3050.9421	0.48709231	0.00121381	0.004222736	0.00820606	0.022981179	0.025265999	2.22E-05	2.28E-06	0.80655231	0.13153338	13187.272
0.003695729	0.7717801	833.91797	413268.67	3052.8382	0.48600509	0.001208246	0.004216654	0.008171351	0.022933687	0.025244318	2.22E-05	2.26E-06	0.80655231	0.13164895	12848.68
0.003753726	0.77335084	835.74277	412529.1	3054.6687	0.48494392	0.001202846	0.004210713	0.008137621	0.022887502	0.025222921	2.22E-05	2.24E-06	0.80655231	0.13176164	12522.046
0.003811723	0.77489324	837.5321	411803.91	3056.4365	0.48390788	0.001197604	0.004204909	0.008104834	0.022842574	0.025201808	2.22E-05	2.22E-06	0.80655231	0.13187155	12206.816
0.00386972	0.77640806	839.28697	411092.68	3058.1441	0.48289607	0.001192513	0.004199237	0.008072954	0.022798859	0.025180979	2.22E-05	2.21E-06	0.80655231	0.13197878	11902.471
0.003927717	0.77789606	841.00837	410395.02	3059.7939	0.48190767	0.001187568	0.004193693	0.008041946	0.022756313	0.025160432	2.21E-05	2.19E-06	0.80655231	0.13208341	11608.519
0.003985714	0.77935792	842.69724	409710.54	3061.3882	0.48094186	0.001182763	0.004188275	0.008011779	0.022714893	0.025140167	2.21E-05	2.18E-06	0.80655231	0.13218552	11324.497
0.004043711	0.78079434	844.35448	409038.87	3062.9292	0.4799979	0.001178092	0.004182977	0.007982422	0.02267456	0.025120182	2.21E-05	2.16E-06	0.80655231	0.1322852	11049.97
0.004101708	0.78220597	845.98097	408379.68	3064.4191	0.47907505	0.001173551	0.004177797	0.007953845	0.022635276	0.025100475	2.21E-05	2.15E-06	0.80655231	0.13238252	10784.525
0.004159705	0.78359345	847.57755	407732.6	3065.8598	0.47817262	0.001169134	0.004172731	0.00792602	0.022597005	0.025081044	2.20E-05	2.13E-06	0.80655231	0.13247757	10527.773
0.004217702	0.78495737	849.14501	407097.33	3067.2533	0.47728995	0.001164837	0.004167776	0.007898921	0.022559711	0.025061886	2.20E-05	2.12E-06	0.80655231	0.1325704	10279.345
0.004275699	0.78629834	850.68414	406473.54	3068.6013	0.4764264	0.001160656	0.004162929	0.007872523	0.022523362	0.025043	2.20E-05	2.11E-06	0.80655231	0.1326611	10038.893
0.004333696	0.78761691	852.19567	405860.93	3069.9056	0.47558136	0.001156587	0.004158187	0.0078468	0.022487927	0.025024383	2.20E-05	2.10E-06	0.80655231	0.13274972	9806.0871
0.004391693	0.78891364	853.68033	405259.21	3071.1679	0.47475427	0.001152625	0.004153546	0.007821729	0.022453374	0.025006031	2.20E-05	2.08E-06	0.80655231	0.13283632	9580.6136
0.00444969	0.79018906	855.13882	404668.11	3072.3896	0.47394455	0.001148766	0.004149005	0.007797289	0.022419674	0.024987942	2.20E-05	2.07E-06	0.80655231	0.13292098	9362.1757
0.004507686	0.79144366	856.5718	404087.34	3073.5724	0.47315167	0.001145008	0.004144559	0.007773458	0.0223868	0.024970113	2.19E-05	2.06E-06	0.80655231	0.13300375	9150.4914
0.004565683	0.79267795	857.97991	403516.64	3074.7177	0.47237514	0.001141346	0.004140207	0.007750215	0.022354725	0.024952541	2.19E-05	2.05E-06	0.80655231	0.13308468	8945.2931
0.00462368	0.79389241	859.36379	402955.78	3075.8268	0.47161445	0.001137777	0.004135947	0.007727541	0.022323423	0.024935222	2.19E-05	2.04E-06	0.80655231	0.13316384	8746.326
0.004739674	0.79626364	862.0612	401862.55	3077.9417	0.47013875	0.001130906	0.004127688	0.007683827	0.022263041	0.02490133	2.19E-05	2.02E-06	0.80655231	0.13331701	8366.1294
0.004855668	0.79856088	864.66862	400805.79	3079.9272	0.46872105	0.001124372	0.004119765	0.007642174	0.022205469	0.024868412	2.18E-05	2.00E-06	0.80655231	0.13346366	8008.1013
0.004971662	0.80078742	867.19032	399783.77	3081.7921	0.46735805	0.001118152	0.00411216	0.007602452	0.022150536	0.02483644	2.18E-05	1.98E-06	0.80655231	0.13360417	7670.6078
0.005087656	0.80294636	869.6303	398794.88	3083.5448	0.46604676	0.001112226	0.004104855	0.007564543	0.022098084	0.024805386	2.18E-05	1.96E-06	0.80655231	0.13373886	7352.1627
0.00520365	0.80504063	871.99232	397837.58	3085.1931	0.46478435	0.001106576	0.004097837	0.007528337	0.022047967	0.024775223	2.17E-05	1.95E-06	0.80655231	0.13386806	7051.4114
0.005319644	0.80707296	874.27991	396910.45	3086.7438	0.46356822	0.001101185	0.00409109	0.007493732	0.022000048	0.024745922	2.17E-05	1.93E-06	0.80655231	0.13399207	6767.1173
0.005435638	0.80904595	876.49637	396012.14	3088.2035	0.46239596	0.001096037	0.0040846	0.007460633	0.021954203	0.024717458	2.17E-05	1.92E-06	0.80655231	0.13411116	6498.149
0.005551632	0.81096204	878.64483	395141.39	3089.5782	0.46126531	0.001091117	0.004078355	0.007428954	0.021910313	0.024689802	2.16E-05	1.90E-06	0.80655231	0.13422559	6243.4699
0.005667626	0.81282354	880.72823	394297.02	3090.8734	0.46017417	0.001086413	0.004072343	0.007398614	0.021868271	0.02466293	2.16E-05	1.89E-06	0.80655231	0.1343356	6002.1285
0.005783619	0.81463263	882.74932	393477.89	3092.0941	0.45912058	0.001081912	0.004066553	0.007369536	0.021827975	0.024636815	2.16E-05	1.87E-06	0.80655231	0.13444143	5773.2503
0.005899613	0.8163914	884.71073	392682.96	3093.2453	0.45810271	0.001077601	0.004060973	0.007341653	0.02178933	0.024611432	2.16E-05	1.86E-06	0.80655231	0.13454327	5556.0301
0.006015607	0.81810178	886.61492	391911.21	3094.3311	0.45711884	0.001073471	0.004055594	0.007314897	0.021752249	0.024586756	2.15E-05	1.85E-06	0.80655231	0.13464132	5349.7258
0.006131601	0.81976566	888.46424	391161.7	3095.3557	0.45616736	0.001069511	0.004050407	0.007289208	0.021716649	0.024562765	2.15E-05	1.84E-06	0.80655231	0.13473579	5153.6523
0.006247595	0.82138478	890.26089	390433.54	3096.3229	0.45524676	0.001065712	0.004045402	0.007264531	0.021682452	0.024539436	2.15E-05	1.83E-06	0.80655231	0.13482683	4967.1764
0.006363589	0.82296084	892.00697	389725.88	3097.2362	0.45435562	0.001062066	0.004040571	0.007240811	0.021649587	0.024516745	2.15E-05	1.82E-06	0.80655231	0.13491462	4789.7121
0.006479583	0.82449543	893.70446	389037.9	3098.0988	0.45349263	0.001058564	0.004035906	0.007218	0.021617986	0.024494672	2.14E-05	1.81E-06	0.80655231	0.1349993	4620.7165
0.006595577	0.82599006	895.35525	388368.85	3098.9138	0.45265651	0.001055198	0.0040314	0.007196051	0.021587586	0.024473196	2.14E-05	1.80E-06	0.80655231	0.13508103	4459.686
0.006711571	0.82744618	896.96113	387718.01	3099.684	0.45184609	0.001051962	0.004027046	0.00717492	0.021558327	0.024452297	2.14E-05	1.79E-06	0.80655231	0.13515994	4306.1532
0.006827565	0.82886516	898.52381	387084.68	3100.4121	0.45106026	0.001048849	0.004022836	0.007154568	0.021530153	0.024431955	2.14E-05	1.78E-06	0.80655231	0.13523616	4159.6834
