X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	H2O2	AR	H2O	Therm(1/s)
0.000116792	0.44044146	404.75983	587201.48	1943.126	1.0013058	7.48E-05	0.021378007	0.000210039	0.16979933	0.000312605	6.11E-05	6.00E-07	0.80655231	0.001611172	15950.854
0.000117645	0.44045432	404.77705	587194.5	1943.1899	1.0012632	7.77E-05	0.021367476	0.000218087	0.16972354	0.000324528	6.27E-05	6.17E-07	0.80655231	0.001673099	16614.425
0.000118498	0.44046771	404.79499	587187.23	1943.2564	1.0012188	8.06E-05	0.021356552	0.000226437	0.16964494	0.000336899	6.43E-05	6.35E-07	0.80655231	0.001737352	17305.543
0.00011935	0.44048166	404.81367	587179.65	1943.3256	1.0011726	8.37E-05	0.02134522	0.000235101	0.16956342	0.000349736	6.59E-05	6.53E-07	0.80655231	0.001804016	18025.318
0.000120203	0.44049618	404.83314	587171.77	1943.3977	1.0011245	8.69E-05	0.021333466	0.000244089	0.16947887	0.000363055	6.75E-05	6.71E-07	0.80655231	0.001873178	18774.897
0.000121055	0.4405113	404.85341	587163.55	1943.4728	1.0010744	9.01E-05	0.021321274	0.000253414	0.16939119	0.000376874	6.92E-05	6.90E-07	0.80655231	0.001944929	19555.462
0.000121908	0.44052705	404.87452	587154.99	1943.551	1.0010222	9.36E-05	0.021308629	0.000263087	0.16930027	0.000391211	7.09E-05	7.10E-07	0.80655231	0.002019363	20368.237
0.000122761	0.44054346	404.89651	587146.08	1943.6324	1.0009678	9.71E-05	0.021295514	0.000273123	0.169206	0.000406084	7.26E-05	7.30E-07	0.80655231	0.002096576	21214.482
0.000123613	0.44056054	404.91942	587136.8	1943.7172	1.0009112	0.000100767	0.021281913	0.000283533	0.16910824	0.000421514	7.43E-05	7.50E-07	0.80655231	0.002176669	22095.496
0.000124466	0.44057832	404.94328	587127.13	1943.8055	1.0008522	0.000104572	0.021267809	0.000294331	0.16900689	0.000437519	7.61E-05	7.71E-07	0.80655231	0.002259743	23012.614
0.000125318	0.44059684	404.96813	587117.06	1943.8974	1.0007908	0.000108516	0.021253183	0.000305531	0.16890181	0.000454122	7.78E-05	7.93E-07	0.80655231	0.002345906	23967.214
0.000126171	0.44061613	404.994	587106.57	1943.9932	1.0007268	0.000112605	0.021238018	0.000317149	0.16879287	0.000471342	7.96E-05	8.15E-07	0.80655231	0.002435268	24960.707
0.000127023	0.44063621	405.02096	587095.64	1944.0928	1.0006603	0.000116843	0.021222294	0.000329197	0.16867995	0.000489202	8.14E-05	8.37E-07	0.80655231	0.002527941	25994.545
0.000127876	0.44065712	405.04902	587084.27	1944.1966	1.0005909	0.000121237	0.021205992	0.000341693	0.16856289	0.000507725	8.33E-05	8.60E-07	0.80655231	0.002624044	27070.213
0.000128729	0.44067889	405.07825	587072.42	1944.3047	1.0005187	0.00012579	0.021189092	0.000354652	0.16844155	0.000526934	8.51E-05	8.84E-07	0.80655231	0.002723696	28189.237
0.000129581	0.44070156	405.10869	587060.09	1944.4172	1.0004435	0.000130509	0.021171572	0.00036809	0.1683158	0.000546853	8.69E-05	9.08E-07	0.80655231	0.002827023	29353.174
0.000130434	0.44072516	405.14039	587047.24	1944.5344	1.0003653	0.000135398	0.021153412	0.000382025	0.16818546	0.000567507	8.88E-05	9.33E-07	0.80655231	0.002934151	30563.617
0.000131286	0.44074972	405.17339	587033.87	1944.6563	1.0002838	0.000140465	0.021134589	0.000396474	0.1680504	0.000588922	9.07E-05	9.58E-07	0.80655231	0.003045214	31822.192
0.000132139	0.4407753	405.20775	587019.94	1944.7832	1.000199	0.000145715	0.021115081	0.000411454	0.16791045	0.000611123	9.25E-05	9.84E-07	0.80655231	0.003160348	33130.556
0.000132992	0.44080192	405.24352	587005.44	1944.9154	1.0001107	0.000151154	0.021094865	0.000426986	0.16776543	0.000634138	9.44E-05	1.01E-06	0.80655231	0.003279691	34490.396
0.000133844	0.44082962	405.28076	586990.35	1945.0529	1.0000188	0.000156789	0.021073915	0.000443087	0.16761518	0.000657996	9.63E-05	1.04E-06	0.80655231	0.00340339	35903.427
0.000134697	0.44085846	405.31953	586974.64	1945.196	0.99992313	0.000162625	0.021052209	0.000459779	0.16745953	0.000682723	9.82E-05	1.06E-06	0.80655231	0.003531591	37371.391
0.000135549	0.44088847	405.35988	586958.28	1945.345	0.99982359	0.00016867	0.021029719	0.00047708	0.16729829	0.000708351	0.000100043	1.09E-06	0.80655231	0.003664447	38896.053
0.000136402	0.4409197	405.40188	586941.26	1945.5	0.99972001	0.00017493	0.021006421	0.000495013	0.16713128	0.00073491	0.000101908	1.12E-06	0.80655231	0.003802115	40479.2
0.000137255	0.44095219	405.44559	586923.55	1945.6612	0.99961225	0.000181413	0.020982287	0.000513599	0.1669583	0.00076243	0.000103763	1.15E-06	0.80655231	0.003944755	42122.64
0.000138107	0.44098599	405.49107	586905.12	1945.829	0.99950013	0.000188126	0.02095729	0.00053286	0.16677915	0.000790943	0.000105607	1.18E-06	0.80655231	0.004092534	43828.198
0.00013896	0.44102116	405.53839	586885.94	1946.0036	0.9993835	0.000195075	0.020931402	0.000552819	0.16659365	0.000820483	0.000107435	1.21E-06	0.80655231	0.00424562	45597.71
0.000139812	0.44105774	405.58762	586865.98	1946.1851	0.9992622	0.000202269	0.020904593	0.000573501	0.16640157	0.000851082	0.000109246	1.24E-06	0.80655231	0.004404187	47433.029
0.000140665	0.44109578	405.63883	586845.23	1946.3739	0.99913605	0.000209716	0.020876834	0.000594928	0.16620272	0.000882776	0.000111037	1.27E-06	0.80655231	0.004568414	49336.013
0.000141518	0.44113535	405.69209	586823.64	1946.5703	0.99900487	0.000217423	0.020848095	0.000617127	0.16599686	0.0009156	0.000112805	1.30E-06	0.80655231	0.004738484	51308.528
0.00014237	0.44117648	405.74748	586801.19	1946.7745	0.99886849	0.000225398	0.020818345	0.000640123	0.16578377	0.000949589	0.000114546	1.34E-06	0.80655231	0.004914582	53352.443
0.000143223	0.44121925	405.80508	586777.85	1946.9867	0.99872672	0.00023365	0.020787551	0.000663942	0.16556324	0.000984782	0.000116259	1.37E-06	0.80655231	0.005096902	55469.628
0.000144075	0.44126371	405.86496	586753.58	1947.2074	0.99857937	0.000242187	0.020755682	0.000688611	0.16533502	0.001021215	0.00011794	1.40E-06	0.80655231	0.005285637	57661.95
0.000144928	0.44130991	405.9272	586728.35	1947.4367	0.99842624	0.000251018	0.020722704	0.000714159	0.16509887	0.001058927	0.000119587	1.44E-06	0.80655231	0.005480988	59931.271
0.00014578	0.44135793	405.9919	586702.13	1947.675	0.99826715	0.000260151	0.020688583	0.000740613	0.16485456	0.001097958	0.000121197	1.47E-06	0.80655231	0.00568316	62279.447
0.000146633	0.44140782	406.05912	586674.89	1947.9227	0.99810188	0.000269596	0.020653284	0.000768003	0.16460183	0.001138348	0.000122768	1.51E-06	0.80655231	0.005892361	64708.323
0.000147486	0.44145964	406.12897	586646.58	1948.1799	0.99793023	0.000279361	0.020616773	0.000796359	0.16434042	0.001180138	0.000124297	1.54E-06	0.80655231	0.006108802	67219.731
0.000148338	0.44151346	406.20152	586617.18	1948.447	0.99775199	0.000289456	0.020579014	0.000825711	0.16407008	0.001223371	0.000125783	1.58E-06	0.80655231	0.0063327	69815.49
0.000149191	0.44156936	406.27687	586586.64	1948.7245	0.99756694	0.00029989	0.02053997	0.000856091	0.16379054	0.001268087	0.000127222	1.62E-06	0.80655231	0.006564276	72497.4
0.000150043	0.44162739	406.35511	586554.93	1949.0125	0.99737486	0.000310673	0.020499604	0.000887531	0.16350153	0.001314332	0.000128614	1.66E-06	0.80655231	0.006803753	75267.246
0.000150896	0.44168763	406.43634	586522.01	1949.3115	0.99717553	0.000321814	0.020457878	0.000920064	0.16320278	0.001362149	0.000129956	1.70E-06	0.80655231	0.007051358	78126.789
0.000151749	0.44175014	406.52065	586487.83	1949.6218	0.99696871	0.000333324	0.020414754	0.000953723	0.162894	0.001411583	0.000131247	1.74E-06	0.80655231	0.007307322	81077.772
0.000152601	0.44181501	406.60815	586452.37	1949.9438	0.99675419	0.000345211	0.020370193	0.000988543	0.16257492	0.001462678	0.000132485	1.78E-06	0.80655231	0.00757188	84121.912
0.000153454	0.4418823	406.69892	586415.58	1950.2779	0.99653171	0.000357487	0.020324157	0.001024558	0.16224525	0.001515482	0.00013367	1.82E-06	0.80655231	0.007845267	87260.905
0.000154306	0.4419521	406.79308	586377.42	1950.6243	0.99630105	0.00037016	0.020276606	0.001061804	0.16190469	0.001570041	0.0001348	1.86E-06	0.80655231	0.008127724	90496.419
0.000155159	0.44202447	406.89073	586337.85	1950.9836	0.99606196	0.000383242	0.020227499	0.001100316	0.16155296	0.001626401	0.000135875	1.91E-06	0.80655231	0.008419493	93830.099
0.000156012	0.44209949	406.99197	586296.82	1951.356	0.99581419	0.000396742	0.020176796	0.001140133	0.16118974	0.001684611	0.000136894	1.96E-06	0.80655231	0.008720817	97263.56
0.000156864	0.44217725	407.09691	586254.29	1951.7421	0.99555749	0.000410671	0.020124458	0.001181291	0.16081475	0.001744719	0.000137857	2.00E-06	0.80655231	0.009031943	100798.39
0.000157717	0.44225783	407.20566	586210.21	1952.1421	0.99529161	0.000425039	0.020070442	0.001223829	0.16042768	0.001806773	0.000138764	2.05E-06	0.80655231	0.009353118	104436.15
0.000158569	0.4423413	407.31833	586164.55	1952.5566	0.9950163	0.000439855	0.020014708	0.001267785	0.16002821	0.001870821	0.000139616	2.10E-06	0.80655231	0.00968459	108178.38
0.000159422	0.44242775	407.43503	586117.25	1952.9858	0.99473129	0.000455131	0.019957215	0.001313198	0.15961606	0.001936913	0.000140413	2.15E-06	0.80655231	0.01002661	112026.55
0.000160275	0.44251727	407.55588	586068.27	1953.4303	0.99443632	0.000470876	0.019897923	0.001360108	0.1591909	0.002005098	0.000141155	2.21E-06	0.80655231	0.010379426	115982.15
0.000161127	0.44260994	407.681	586017.56	1953.8905	0.99413113	0.0004871	0.01983679	0.001408555	0.15875243	0.002075424	0.000141843	2.27E-06	0.80655231	0.010743287	120046.59
0.00016198	0.44270585	407.81049	585965.08	1954.3667	0.99381546	0.000503814	0.019773775	0.00145858	0.15830034	0.002147942	0.00014248	2.32E-06	0.80655231	0.011118442	124221.27
0.000162832	0.44280508	407.94449	585910.77	1954.8595	0.99348902	0.000521027	0.019708838	0.001510223	0.15783432	0.0022227	0.000143065	2.39E-06	0.80655231	0.011505139	128507.52
0.000163685	0.44290773	408.08311	585854.59	1955.3693	0.99315155	0.000538748	0.019641939	0.001563525	0.15735406	0.002299747	0.0001436	2.45E-06	0.80655231	0.011903622	132906.65
0.000164537	0.44301388	408.22647	585796.49	1955.8966	0.99280278	0.000556988	0.019573039	0.001618529	0.15685927	0.002379132	0.000144088	2.52E-06	0.80655231	0.012314135	137419.89
0.00016539	0.44312363	408.37469	585736.41	1956.4417	0.99244243	0.000575755	0.019502098	0.001675275	0.15634963	0.002460902	0.000144528	2.58E-06	0.80655231	0.012736917	142048.42
0.000166243	0.44323706	408.52791	585674.32	1957.0051	0.99207022	0.000595058	0.019429079	0.001733806	0.15582486	0.002545105	0.000144925	2.66E-06	0.80655231	0.013172204	146793.35
0.000167095	0.44335427	408.68624	585610.15	1957.5874	0.99168587	0.000614907	0.019353943	0.001794164	0.15528465	0.002631788	0.000145278	2.73E-06	0.80655231	0.013620228	151655.74
0.000167948	0.44347536	408.84982	585543.85	1958.189	0.9912891	0.000635308	0.019276655	0.001856389	0.15472872	0.002720997	0.00014559	2.81E-06	0.80655231	0.014081215	156636.52
0.0001688	0.44360042	409.01877	585475.38	1958.8103	0.99087964	0.000656271	0.019197179	0.001920525	0.15415679	0.002812777	0.000145863	2.90E-06	0.80655231	0.014555386	161736.55
0.000169653	0.44372955	409.19322	585404.67	1959.4519	0.9904572	0.000677803	0.019115481	0.001986612	0.15356859	0.00290717	0.000146099	2.98E-06	0.80655231	0.015042952	166956.58
0.000170506	0.44386283	409.3733	585331.69	1960.1142	0.99002151	0.00069991	0.019031529	0.002054692	0.15296384	0.00300422	0.0001463	3.08E-06	0.80655231	0.015544121	172297.24
0.000171358	0.44400037	409.55915	585256.37	1960.7978	0.98957227	0.0007226	0.018945291	0.002124805	0.1523423	0.003103968	0.000146467	3.17E-06	0.80655231	0.016059088	177759.01
0.000172211	0.44414227	409.75088	585178.66	1961.503	0.98910921	0.000745878	0.018856739	0.002196993	0.15170371	0.003206451	0.000146602	3.28E-06	0.80655231	0.016588041	183342.24
0.000173063	0.44428861	409.94865	585098.51	1962.2304	0.98863205	0.000769749	0.018765844	0.002271295	0.15104785	0.003311709	0.000146708	3.38E-06	0.80655231	0.017131157	189047.1
0.000173916	0.44443951	410.15257	585015.86	1962.9805	0.98814052	0.000794219	0.018672582	0.002347751	0.15037448	0.003419775	0.000146784	3.49E-06	0.80655231	0.017688602	194873.6
0.000174769	0.44459505	410.36278	584930.67	1963.7537	0.98763434	0.000819291	0.018576929	0.002426398	0.14968342	0.003530682	0.000146834	3.61E-06	0.80655231	0.018260526	200821.53
0.000175621	0.44475533	410.57941	584842.87	1964.5506	0.98711324	0.000844969	0.018478865	0.002507274	0.14897446	0.00364446	0.000146858	3.74E-06	0.80655231	0.018847071	206890.49
0.000176474	0.44492046	410.8026	584752.41	1965.3717	0.98657694	0.000871254	0.018378372	0.002590416	0.14824743	0.003761138	0.000146857	3.87E-06	0.80655231	0.01944836	213079.82
0.000177326	0.44509052	411.03247	584659.25	1966.2174	0.9860252	0.000898149	0.018275434	0.002675859	0.14750217	0.003880738	0.000146832	4.00E-06	0.80655231	0.020064502	219388.66
0.000178179	0.44526561	411.26916	584563.32	1967.0882	0.98545773	0.000925655	0.018170039	0.002763636	0.14673856	0.004003282	0.000146785	4.15E-06	0.80655231	0.020695588	225815.84
0.000179031	0.44544584	411.51279	584464.58	1967.9846	0.9848743	0.00095377	0.018062178	0.002853781	0.14595646	0.004128789	0.000146717	4.30E-06	0.80655231	0.021341694	232359.95
0.000179884	0.44563128	411.7635	584362.97	1968.9071	0.98427466	0.000982495	0.017951846	0.002946323	0.1451558	0.004257271	0.000146627	4.46E-06	0.80655231	0.022002874	239019.26
0.000180737	0.44582204	412.0214	584258.45	1969.8561	0.98365855	0.001011825	0.01783904	0.003041293	0.14433649	0.00438874	0.000146516	4.62E-06	0.80655231	0.022679163	245791.75
0.000181589	0.4460182	412.28662	584150.95	1970.8321	0.98302577	0.001041759	0.017723761	0.003138716	0.1434985	0.0045232	0.000146386	4.79E-06	0.80655231	0.023370576	252675.08
0.000182442	0.44621985	412.55929	584040.45	1971.8355	0.98237607	0.001072291	0.017606015	0.003238619	0.1426418	0.004660653	0.000146235	4.98E-06	0.80655231	0.024077104	259666.57
0.000183294	0.44642708	412.83952	583926.87	1972.8669	0.98170924	0.001103416	0.017485811	0.003341023	0.1417664	0.004801097	0.000146064	5.17E-06	0.80655231	0.024798715	266763.2
0.000184147	0.44663998	413.12743	583810.19	1973.9265	0.98102509	0.001135126	0.017363163	0.00344595	0.14087233	0.004944523	0.000145874	5.36E-06	0.80655231	0.025535355	273961.61
0.000185	0.44685863	413.42313	583690.34	1975.0149	0.98032342	0.001167414	0.01723809	0.003553417	0.13995967	0.005090919	0.000145664	5.57E-06	0.80655231	0.026286942	281258.07
0.000185852	0.4470831	413.72672	583567.3	1976.1324	0.97960405	0.00120027	0.017110612	0.00366344	0.13902851	0.005240266	0.000145434	5.79E-06	0.80655231	0.027053371	288648.48
0.000186705	0.44731347	414.03832	583441.01	1977.2795	0.97886682	0.001233683	0.016980759	0.003776031	0.13807897	0.00539254	0.000145185	6.01E-06	0.80655231	0.027834507	296128.37
0.000187557	0.44754982	414.35801	583311.44	1978.4564	0.97811158	0.00126764	0.016848561	0.003891199	0.13711123	0.005547713	0.000144914	6.24E-06	0.80655231	0.02863019	303692.91
0.00018841	0.4477922	414.6859	583178.55	1979.6636	0.97733819	0.001302129	0.016714057	0.00400895	0.13612546	0.00570575	0.000144624	6.48E-06	0.80655231	0.02944023	311336.87
0.000189263	0.44804069	415.02208	583042.31	1980.9013	0.97654653	0.001337133	0.016577286	0.004129287	0.13512192	0.005866608	0.000144312	6.74E-06	0.80655231	0.030264408	319054.66
0.000190115	0.44829535	415.36662	582902.67	1982.1699	0.97573651	0.001372638	0.016438298	0.00425221	0.13410084	0.006030243	0.000143979	7.00E-06	0.80655231	0.031102478	326840.31
0.000190968	0.44855623	415.7196	582759.61	1983.4697	0.97490802	0.001408624	0.016297143	0.004377715	0.13306255	0.0061966	0.000143625	7.26E-06	0.80655231	0.031954162	334687.5
0.00019182	0.44882338	416.08109	582613.1	1984.8008	0.97406102	0.001445072	0.016153878	0.004505793	0.13200738	0.006365621	0.000143248	7.54E-06	0.80655231	0.032819151	342589.52
0.000192673	0.44909684	416.45116	582463.12	1986.1636	0.97319545	0.001481962	0.016008568	0.004636432	0.13093569	0.006537239	0.00014285	7.83E-06	0.80655231	0.033697108	350539.32
0.000193526	0.44937666	416.82986	582309.64	1987.5583	0.97231129	0.001519271	0.015861278	0.004769618	0.12984791	0.006711383	0.000142428	8.13E-06	0.80655231	0.034587665	358529.49
0.000194378	0.44966287	417.21723	582152.64	1988.985	0.97140853	0.001556977	0.015712082	0.004905329	0.12874448	0.006887975	0.000141983	8.43E-06	0.80655231	0.035490423	366552.32
0.000195231	0.4499555	417.61332	581992.11	1990.4438	0.97048719	0.001595053	0.015561058	0.005043542	0.12762589	0.007066931	0.000141515	8.75E-06	0.80655231	0.036404952	374599.74
0.000196083	0.45025456	418.01815	581828.03	1991.935	0.96954731	0.001633475	0.015408289	0.005184228	0.12649264	0.00724816	0.000141023	9.07E-06	0.80655231	0.037330794	382663.42
0.000196936	0.45056007	418.43175	581660.41	1993.4584	0.96858896	0.001672213	0.015253863	0.005327354	0.12534532	0.007431564	0.000140508	9.40E-06	0.80655231	0.038267461	390734.7
0.000197788	0.45087204	418.85413	581489.22	1995.0143	0.96761221	0.001711241	0.015097871	0.005472884	0.1241845	0.007617042	0.000139967	9.74E-06	0.80655231	0.039214437	398804.7
0.000198641	0.45119048	419.2853	581314.47	1996.6026	0.96661718	0.001750526	0.014940413	0.005620775	0.12301082	0.007804484	0.000139403	1.01E-05	0.80655231	0.040171177	406864.28
0.000199494	0.45151536	419.72524	581136.17	1998.2233	0.965604	0.00179004	0.014781588	0.005770982	0.12182493	0.007993777	0.000138813	1.04E-05	0.80655231	0.041137109	414904.09
0.000200346	0.45184669	420.17394	580954.32	1999.8763	0.96457284	0.001829749	0.014621504	0.005923452	0.12062754	0.0081848	0.000138199	1.08E-05	0.80655231	0.042111637	422914.59
0.000201199	0.45218444	420.63138	580768.92	2001.5615	0.96352387	0.00186962	0.014460271	0.006078132	0.11941936	0.008377429	0.00013756	1.12E-05	0.80655231	0.043094137	430886.08
0.000202051	0.45252857	421.09751	580580	2003.2787	0.96245729	0.00190962	0.014298002	0.006234961	0.11820116	0.008571533	0.000136896	1.15E-05	0.80655231	0.044083966	438808.73
0.000202904	0.45287906	421.5723	580387.58	2005.0279	0.96137335	0.001949713	0.014134816	0.006393874	0.11697371	0.008766979	0.000136208	1.19E-05	0.80655231	0.045080455	446672.63
0.000203757	0.45323586	422.05567	580191.67	2006.8087	0.96027231	0.001989865	0.013970831	0.006554802	0.11573783	0.008963626	0.000135495	1.23E-05	0.80655231	0.046082919	454467.8
0.000204609	0.45359891	422.54757	579992.31	2008.6209	0.95915443	0.002030039	0.013806172	0.006717673	0.11449435	0.009161333	0.000134758	1.27E-05	0.80655231	0.047090651	462184.22
0.000205462	0.45396817	423.04791	579789.53	2010.4642	0.95802003	0.002070199	0.013640965	0.006882408	0.11324413	0.009359953	0.000133996	1.31E-05	0.80655231	0.048102931	469811.91
0.000206314	0.45434355	423.55661	579583.36	2012.3383	0.95686944	0.002110308	0.013475338	0.007048925	0.11198804	0.009559337	0.000133211	1.35E-05	0.80655231	0.049119021	477340.91
0.000207167	0.45472499	424.07356	579373.85	2014.2428	0.955703	0.002150328	0.013309421	0.007217138	0.11072698	0.009759333	0.000132402	1.39E-05	0.80655231	0.050138174	484761.37
0.00020802	0.45511239	424.59865	579161.03	2016.1772	0.9545211	0.002190224	0.013143345	0.007386957	0.10946186	0.009959787	0.00013157	1.43E-05	0.80655231	0.051159631	492063.56
0.000208872	0.45550568	425.13177	578944.97	2018.1411	0.95332414	0.002229956	0.012977241	0.007558289	0.10819359	0.010160544	0.000130716	1.47E-05	0.80655231	0.052182625	499237.91
0.000209725	0.45590474	425.67277	578725.71	2020.134	0.95211252	0.002269489	0.012811244	0.007731034	0.10692312	0.010361446	0.00012984	1.51E-05	0.80655231	0.053206386	506275.06
0.000210577	0.45630948	426.22152	578503.3	2022.1553	0.95088669	0.002308785	0.012645486	0.007905093	0.10565136	0.010562338	0.000128943	1.55E-05	0.80655231	0.054230137	513165.9
0.00021143	0.45671979	426.77787	578277.82	2024.2045	0.94964711	0.002347808	0.012480099	0.00808036	0.10437928	0.01076306	0.000128026	1.59E-05	0.80655231	0.055253102	519901.6
0.000212282	0.45713553	427.34166	578049.32	2026.281	0.94839426	0.002386522	0.012315216	0.008256728	0.10310781	0.010963457	0.000127088	1.63E-05	0.80655231	0.056274509	526473.64
0.000213135	0.4575566	427.91271	577817.88	2028.384	0.94712862	0.002424892	0.012150967	0.008434087	0.10183788	0.011163372	0.000126132	1.68E-05	0.80655231	0.057293585	532873.86
0.000213988	0.45798284	428.49085	577583.57	2030.513	0.94585072	0.002462882	0.011987482	0.008612324	0.10057044	0.011362651	0.000125158	1.72E-05	0.80655231	0.058309568	539094.5
0.00021484	0.45841413	429.07588	577346.46	2032.6673	0.94456106	0.00250046	0.011824887	0.008791322	0.099306424	0.011561141	0.000124167	1.76E-05	0.80655231	0.059321703	545128.2
0.000215693	0.45885032	429.66763	577106.64	2034.8459	0.9432602	0.002537592	0.011663309	0.008970965	0.098046739	0.011758694	0.00012316	1.80E-05	0.80655231	0.060329245	550968.08
0.000216545	0.45929125	430.26587	576864.17	2037.0483	0.94194868	0.002574246	0.011502868	0.009151133	0.096792296	0.011955161	0.000122137	1.84E-05	0.80655231	0.061331463	556607.71
0.000217398	0.45973678	430.87041	576619.16	2039.2736	0.94062706	0.002610393	0.011343685	0.009331705	0.095543984	0.012150401	0.000121101	1.88E-05	0.80655231	0.062327643	562041.19
0.000218251	0.46018675	431.48103	576371.68	2041.521	0.93929592	0.002646002	0.011185875	0.009512559	0.094302676	0.012344273	0.000120052	1.91E-05	0.80655231	0.063317086	567263.13
0.000219103	0.46064098	432.0975	576121.83	2043.7896	0.93795583	0.002681046	0.011029549	0.009693572	0.093069224	0.012536643	0.000118991	1.95E-05	0.80655231	0.064299113	572268.7
0.000219956	0.46109931	432.71961	575869.7	2046.0785	0.93660737	0.002715498	0.010874817	0.00987462	0.091844457	0.012727382	0.000117919	1.99E-05	0.80655231	0.065273069	577053.6
0.000220808	0.46156158	433.3471	575615.39	2048.387	0.93525114	0.002749333	0.01072178	0.010055579	0.090629179	0.012916365	0.000116838	2.03E-05	0.80655231	0.066238317	581614.14
0.000221661	0.4620276	433.97976	575358.98	2050.714	0.93388772	0.002782527	0.010570538	0.010236325	0.089424167	0.013103472	0.000115748	2.06E-05	0.80655231	0.067194249	585947.2
0.000222514	0.4624972	434.61734	575100.57	2053.0587	0.93251772	0.002815059	0.010421184	0.010416734	0.088230169	0.013288591	0.000114652	2.10E-05	0.80655231	0.06814028	590050.24
0.000223366	0.46297021	435.2596	574840.27	2055.4201	0.93114171	0.002846909	0.010273808	0.010596682	0.087047903	0.013471615	0.000113549	2.13E-05	0.80655231	0.069075855	593921.3
0.000224219	0.46344643	435.9063	574578.17	2057.7973	0.9297603	0.002878058	0.010128494	0.010776047	0.085878053	0.013652443	0.000112442	2.17E-05	0.80655231	0.070000445	597559.04
0.000225071	0.46392569	436.55718	574314.38	2060.1894	0.92837408	0.002908488	0.009985318	0.010954708	0.084721272	0.013830981	0.000111331	2.20E-05	0.80655231	0.070913551	600962.67
0.000225924	0.46440781	437.21201	574048.99	2062.5955	0.92698363	0.002938186	0.009844355	0.011132545	0.083578176	0.014007143	0.000110217	2.23E-05	0.80655231	0.071814705	604131.99
0.000226777	0.46489261	437.87053	573782.1	2065.0145	0.92558953	0.002967136	0.009705671	0.011309439	0.082449348	0.014180849	0.000109103	2.26E-05	0.80655231	0.072703469	607067.36
0.000227629	0.4653799	438.53249	573513.81	2067.4455	0.92419235	0.002995329	0.009569327	0.011485274	0.081335331	0.014352025	0.000107988	2.29E-05	0.80655231	0.073579437	609769.69
0.000228482	0.4658695	439.19766	573244.23	2069.8877	0.92279266	0.003022754	0.009435379	0.011659938	0.080236635	0.014520605	0.000106874	2.32E-05	0.80655231	0.074442233	612240.42
0.000229334	0.46636123	439.86578	572973.44	2072.34	0.92139101	0.003049403	0.009303878	0.011833317	0.07915373	0.01468653	0.000105763	2.35E-05	0.80655231	0.075291515	614481.5
0.000230187	0.46685491	440.53661	572701.56	2074.8016	0.91998796	0.003075269	0.009174868	0.012005304	0.078087049	0.014849749	0.000104654	2.38E-05	0.80655231	0.076126972	616495.37
0.000231039	0.46735037	441.20991	572428.68	2077.2714	0.91858403	0.003100347	0.009048387	0.012175792	0.077036986	0.015010216	0.00010355	2.40E-05	0.80655231	0.076948324	618284.93
0.000231892	0.46784744	441.88544	572154.9	2079.7487	0.91717974	0.003124635	0.008924469	0.01234468	0.0760039	0.015167893	0.000102451	2.43E-05	0.80655231	0.077755324	619853.53
0.000232745	0.46834593	442.56297	571880.3	2082.2324	0.91577561	0.00314813	0.008803142	0.012511868	0.074988111	0.01532275	0.000101358	2.45E-05	0.80655231	0.078547755	621204.92
0.000233597	0.46884568	443.24226	571604.99	2084.7218	0.91437213	0.003170832	0.008684427	0.012677261	0.0739899	0.01547476	0.000100272	2.48E-05	0.80655231	0.079325431	622343.24
0.00023445	0.46934652	443.92309	571329.06	2087.2159	0.91296979	0.003192743	0.008568342	0.012840768	0.073009516	0.015623907	9.92E-05	2.50E-05	0.80655231	0.080088196	623272.98
0.000235302	0.46984829	444.60524	571052.59	2089.714	0.91156903	0.003213865	0.008454899	0.013002299	0.072047167	0.015770178	9.81E-05	2.52E-05	0.80655231	0.080835924	623998.95
0.000236155	0.47035084	445.28849	570775.68	2092.2151	0.91017033	0.003234203	0.008344106	0.013161773	0.071103031	0.015913567	9.71E-05	2.54E-05	0.80655231	0.081568518	624526.26
0.000237008	0.470854	445.97262	570498.41	2094.7185	0.90877411	0.003253761	0.008235965	0.013319108	0.070177247	0.016054073	9.60E-05	2.56E-05	0.80655231	0.082285906	624860.26
0.00023786	0.47135762	446.65744	570220.86	2097.2234	0.90738078	0.003272546	0.008130474	0.01347423	0.069269925	0.016191703	9.50E-05	2.57E-05	0.80655231	0.082988046	625006.54
0.000238713	0.47186156	447.34273	569943.12	2099.729	0.90599075	0.003290567	0.008027626	0.013627068	0.06838114	0.016326466	9.39E-05	2.59E-05	0.80655231	0.08367492	624970.9
0.000239565	0.47236568	448.0283	569665.27	2102.2346	0.9046044	0.003307831	0.007927411	0.013777555	0.067510938	0.016458377	9.29E-05	2.61E-05	0.80655231	0.084346535	624759.3
0.000240418	0.47286984	448.71397	569387.37	2104.7394	0.90322209	0.003324348	0.007829815	0.01392563	0.066659333	0.016587457	9.19E-05	2.62E-05	0.80655231	0.085002922	624377.81
0.000241271	0.4733739	449.39955	569109.52	2107.2428	0.90184418	0.003340129	0.00773482	0.014071234	0.065826313	0.01671373	9.09E-05	2.63E-05	0.80655231	0.085644134	623832.66
0.000242123	0.47387773	450.08487	568831.77	2109.7441	0.900471	0.003355186	0.007642404	0.014214314	0.065011837	0.016837224	9.00E-05	2.65E-05	0.80655231	0.086270245	623130.12
