X(m)	Mach	V(m/s)	P(Pa)	T(K)	Rho(kg/m3)	H	H2	O	O2	OH	HO2	AR	H2O	Therm(1/s)
0.001443514	0.67401582	715.40333	461301.28	2875.5702	0.56651732	0.001685615	0.004622188	0.010997492	0.026702148	0.026115387	2.47883E-05	0.80655231	0.12329584	49220.327
0.001459624	0.67516376	716.84818	460715.7	2878.4031	0.56537547	0.001678162	0.004617335	0.010955614	0.026647222	0.026113687	2.47331E-05	0.80655231	0.12340674	48525.994
0.001491845	0.67742395	719.68949	459564.15	2883.9273	0.56314339	0.001663634	0.004607762	0.010873774	0.026539859	0.026109506	2.46273E-05	0.80655231	0.12362441	47185.781
0.001520843	0.67941877	722.1934	458549.34	2888.744	0.56119092	0.00165097	0.004599294	0.010802221	0.026445959	0.026104911	2.45369E-05	0.80655231	0.12381574	46031.776
0.001549842	0.68137772	724.64878	457554.21	2893.4203	0.5592894	0.001638678	0.004590963	0.010732572	0.026354526	0.02609959	2.44508E-05	0.80655231	0.12400292	44924.093
0.00157884	0.68330208	727.0574	456578.02	2897.9622	0.55743656	0.00162674	0.004582766	0.010664751	0.026265456	0.0260936	2.43687E-05	0.80655231	0.12418607	43859.974
0.001607839	0.68519306	729.42094	455620.1	2902.3753	0.5556303	0.001615141	0.004574701	0.010598683	0.026178652	0.026086992	2.42904E-05	0.80655231	0.12436535	42836.881
0.001636837	0.68705178	731.74096	454679.82	2906.665	0.55386865	0.001603866	0.004566765	0.010534299	0.026094022	0.026079812	2.42155E-05	0.80655231	0.12454088	41852.474
0.001665836	0.68887932	734.01896	453756.58	2910.8361	0.55214974	0.001592902	0.004558954	0.010471534	0.026011479	0.026072105	2.4144E-05	0.80655231	0.1247128	40904.587
0.001694834	0.69067669	736.25634	452849.8	2914.8934	0.55047184	0.001582235	0.004551266	0.010410326	0.025930943	0.026063912	2.40756E-05	0.80655231	0.12488121	39991.22
0.001723833	0.69244486	738.45442	451958.94	2918.8414	0.5488333	0.001571853	0.004543699	0.010350616	0.025852336	0.02605527	2.40101E-05	0.80655231	0.12504623	39110.517
0.001752831	0.69418473	740.61449	451083.49	2922.6841	0.54723258	0.001561744	0.00453625	0.01029235	0.025775586	0.026046214	2.39474E-05	0.80655231	0.12520797	38260.755
0.00178183	0.69589717	742.73772	450222.97	2926.4257	0.54566823	0.001551899	0.004528917	0.010235473	0.025700625	0.026036777	2.38872E-05	0.80655231	0.12536653	37440.334
0.001810828	0.69758301	744.82527	449376.91	2930.0698	0.54413887	0.001542305	0.004521696	0.010179937	0.025627388	0.026026988	2.38295E-05	0.80655231	0.125522	36647.764
0.001839827	0.69924302	746.87822	448544.87	2933.6199	0.54264319	0.001532955	0.004514587	0.010125695	0.025555814	0.026016876	2.37741E-05	0.80655231	0.12567449	35881.656
0.001868825	0.70087796	748.89759	447726.44	2937.0796	0.54117997	0.001523838	0.004507586	0.0100727	0.025485843	0.026006468	2.37209E-05	0.80655231	0.12582407	35140.713
0.001897824	0.70248852	750.88438	446921.22	2940.452	0.53974804	0.001514946	0.004500691	0.010020912	0.025417422	0.025995786	2.36698E-05	0.80655231	0.12597084	34423.725
0.001926822	0.70407539	752.83952	446128.82	2943.7401	0.53834631	0.001506271	0.004493901	0.009970288	0.025350496	0.025984855	2.36205E-05	0.80655231	0.12611487	33729.559
0.00195582	0.70563922	754.76391	445348.89	2946.9469	0.53697371	0.001497804	0.004487212	0.00992079	0.025285018	0.025973695	2.35732E-05	0.80655231	0.12625625	33057.155
0.001984819	0.70718062	756.6584	444581.08	2950.0751	0.53562926	0.001489539	0.004480624	0.009872381	0.025220938	0.025962326	2.35276E-05	0.80655231	0.12639504	32405.517
0.002013817	0.70870018	758.5238	443825.05	2953.1274	0.53431201	0.001481468	0.004474133	0.009825026	0.025158212	0.025950766	2.34836E-05	0.80655231	0.12653132	31773.711
0.002042816	0.71019848	760.36091	443080.49	2956.1062	0.53302106	0.001473585	0.004467739	0.009778691	0.025096796	0.025939034	2.34412E-05	0.80655231	0.12666516	31160.861
0.002071814	0.71167605	762.17047	442347.1	2959.0141	0.53175555	0.001465882	0.004461438	0.009733344	0.02503665	0.025927144	2.34002E-05	0.80655231	0.12679662	30566.14
0.002100813	0.71313341	763.95321	441624.58	2961.8532	0.53051466	0.001458355	0.00445523	0.009688953	0.024977734	0.025915112	2.33607E-05	0.80655231	0.12692576	29988.773
0.002129811	0.71457106	765.7098	440912.65	2964.6259	0.52929763	0.001450997	0.004449113	0.009645491	0.024920009	0.025902953	2.33225E-05	0.80655231	0.12705265	29428.027
0.00215881	0.71598948	767.44091	440211.05	2967.3341	0.52810369	0.001443802	0.004443084	0.009602927	0.024863441	0.025890679	2.32856E-05	0.80655231	0.12717735	28883.21
0.002187808	0.71738913	769.14718	439519.52	2969.9799	0.52693215	0.001436766	0.004437142	0.009561236	0.024807995	0.025878302	2.32498E-05	0.80655231	0.1272999	28353.672
0.002216807	0.71877045	770.82922	438837.81	2972.5652	0.52578233	0.001429883	0.004431286	0.009520391	0.024753638	0.025865835	2.32152E-05	0.80655231	0.12742037	27838.796
0.002245805	0.72013386	772.48761	438165.68	2975.0918	0.52465357	0.001423149	0.004425513	0.009480368	0.024700339	0.025853288	2.31818E-05	0.80655231	0.12753881	27337.998
0.002274804	0.72147978	774.12291	437502.91	2977.5616	0.52354526	0.001416558	0.004419823	0.009441143	0.024648066	0.025840672	2.31493E-05	0.80655231	0.12765527	26850.728
0.002303802	0.7228086	775.73568	436849.28	2979.9763	0.52245679	0.001410107	0.004414213	0.009402692	0.024596791	0.025827995	2.31178E-05	0.80655231	0.12776979	26376.462
0.002332801	0.7241207	777.32644	436204.56	2982.3373	0.52138762	0.001403791	0.004408682	0.009364994	0.024546486	0.025815267	2.30873E-05	0.80655231	0.12788242	25914.704
0.002361799	0.72541645	778.89568	435568.56	2984.6464	0.52033717	0.001397605	0.004403229	0.009328027	0.024497125	0.025802497	2.30576E-05	0.80655231	0.12799321	25464.986
0.002390798	0.72669619	780.44391	434941.09	2986.905	0.51930494	0.001391547	0.004397852	0.009291772	0.024448681	0.025789691	2.30288E-05	0.80655231	0.1281022	25026.86
0.002419796	0.72796028	781.97158	434321.94	2989.1146	0.51829042	0.001385613	0.00439255	0.009256209	0.02440113	0.025776858	2.30008E-05	0.80655231	0.12820944	24599.902
0.002448795	0.72920903	783.47915	433710.94	2991.2765	0.51729312	0.001379798	0.004387321	0.009221318	0.024354448	0.025764005	2.29736E-05	0.80655231	0.12831496	24183.708
0.002477793	0.73044278	784.96707	433107.9	2993.3921	0.51631259	0.001374099	0.004382164	0.009187082	0.024308612	0.025751137	2.29471E-05	0.80655231	0.1284188	23777.895
0.00253579	0.73286645	787.88559	431925.06	2997.4895	0.51440004	0.001363037	0.004372062	0.009120505	0.02421939	0.025725384	2.28963E-05	0.80655231	0.12862161	22995.966
0.002593787	0.73523364	790.73037	430772.1	3001.4166	0.5125494	0.001352403	0.004362232	0.009056346	0.024133297	0.025699642	2.2848E-05	0.80655231	0.12881816	22251.392
0.002651784	0.73754654	793.50443	429647.81	3005.1823	0.51075755	0.001342172	0.004352665	0.00899448	0.024050178	0.02567395	2.28021E-05	0.80655231	0.12900871	21541.693
0.002709781	0.73980722	796.2106	428551.03	3008.7952	0.50902158	0.001332323	0.004343353	0.008934794	0.023969887	0.025648343	2.27583E-05	0.80655231	0.12919354	20864.61
0.002767778	0.74201762	798.85154	427480.69	3012.2631	0.5073388	0.001322837	0.004334286	0.00887718	0.023892289	0.025622851	2.27165E-05	0.80655231	0.12937287	20218.073
0.002825775	0.74417957	801.42975	426435.77	3015.5933	0.50570668	0.001313694	0.004325455	0.008821537	0.023817258	0.0255975	2.26766E-05	0.80655231	0.12954694	19600.189
0.002883772	0.7462948	803.94759	425415.32	3018.7928	0.50412288	0.001304877	0.004316854	0.008767773	0.023744674	0.025572312	2.26383E-05	0.80655231	0.12971597	19009.217
0.002941769	0.74836493	806.4073	424418.43	3021.8679	0.50258521	0.001296371	0.004308473	0.008715799	0.023674427	0.025547308	2.26016E-05	0.80655231	0.12988015	18443.557
0.002999766	0.75039151	808.81096	423444.25	3024.8246	0.5010916	0.00128816	0.004300306	0.008665533	0.023606413	0.025522505	2.25663E-05	0.80655231	0.13003967	17901.732
0.003057763	0.75237599	811.16059	422491.97	3027.6687	0.49964013	0.001280229	0.004292346	0.008616897	0.023540533	0.025497917	2.25323E-05	0.80655231	0.13019473	17382.38
0.00311576	0.75431978	813.45806	421560.83	3030.4054	0.49822898	0.001272566	0.004284585	0.008569819	0.023476696	0.025473559	2.24996E-05	0.80655231	0.13034549	16884.239
0.003173757	0.75622418	815.70516	420650.11	3033.0398	0.49685646	0.001265158	0.004277018	0.008524229	0.023414813	0.025449441	2.24679E-05	0.80655231	0.13049211	16406.142
0.003231753	0.75809045	817.9036	419759.11	3035.5765	0.49552096	0.001257993	0.004269637	0.008480064	0.023354804	0.025425573	2.24374E-05	0.80655231	0.13063475	15947.003
0.00328975	0.75991978	820.055	418887.17	3038.02	0.49422097	0.001251061	0.004262438	0.008437261	0.023296591	0.025401962	2.24078E-05	0.80655231	0.13077356	15505.816
0.003347747	0.7617133	822.16088	418033.68	3040.3745	0.49295508	0.001244351	0.004255414	0.008395765	0.0232401	0.025378615	2.23792E-05	0.80655231	0.13090868	15081.64
0.003405744	0.76347211	824.22272	417198.05	3042.6439	0.49172192	0.001237853	0.004248559	0.00835552	0.023185262	0.025355537	2.23514E-05	0.80655231	0.13104024	14673.602
0.003463741	0.76519724	826.2419	416379.69	3044.8319	0.49052024	0.001231559	0.004241869	0.008316474	0.023132011	0.025332734	2.23244E-05	0.80655231	0.13116838	14280.885
0.003521738	0.76688968	828.21978	415578.08	3046.9421	0.48934883	0.001225459	0.004235339	0.008278579	0.023080286	0.025310208	2.22982E-05	0.80655231	0.1312932	13902.727
0.003579735	0.76855037	830.15761	414792.7	3048.9777	0.48820655	0.001219545	0.004228962	0.008241789	0.023030027	0.025287962	2.22726E-05	0.80655231	0.13141483	13538.412
0.003637732	0.77018022	832.05662	414023.05	3050.9421	0.48709231	0.00121381	0.004222736	0.00820606	0.022981179	0.025265999	2.22478E-05	0.80655231	0.13153338	13187.272
0.003695729	0.7717801	833.91797	413268.67	3052.8382	0.48600509	0.001208246	0.004216654	0.008171351	0.022933687	0.025244318	2.22235E-05	0.80655231	0.13164895	12848.68
0.003753726	0.77335084	835.74277	412529.1	3054.6687	0.48494392	0.001202846	0.004210713	0.008137621	0.022887502	0.025222921	2.21999E-05	0.80655231	0.13176164	12522.046
0.003811723	0.77489324	837.5321	411803.91	3056.4365	0.48390788	0.001197604	0.004204909	0.008104834	0.022842574	0.025201808	2.21768E-05	0.80655231	0.13187155	12206.816
0.00386972	0.77640806	839.28697	411092.68	3058.1441	0.48289607	0.001192513	0.004199237	0.008072954	0.022798859	0.025180979	2.21542E-05	0.80655231	0.13197878	11902.471
0.003927717	0.77789606	841.00837	410395.02	3059.7939	0.48190767	0.001187568	0.004193693	0.008041946	0.022756313	0.025160432	2.21321E-05	0.80655231	0.13208341	11608.519
0.003985714	0.77935792	842.69724	409710.54	3061.3882	0.48094186	0.001182763	0.004188275	0.008011779	0.022714893	0.025140167	2.21105E-05	0.80655231	0.13218552	11324.497
0.004043711	0.78079434	844.35448	409038.87	3062.9292	0.4799979	0.001178092	0.004182977	0.007982422	0.02267456	0.025120182	2.20894E-05	0.80655231	0.1322852	11049.97
0.004101708	0.78220597	845.98097	408379.68	3064.4191	0.47907505	0.001173551	0.004177797	0.007953845	0.022635276	0.025100475	2.20686E-05	0.80655231	0.13238252	10784.525
0.004159705	0.78359345	847.57755	407732.6	3065.8598	0.47817262	0.001169134	0.004172731	0.00792602	0.022597005	0.025081044	2.20483E-05	0.80655231	0.13247757	10527.773
0.004217702	0.78495737	849.14501	407097.33	3067.2533	0.47728995	0.001164837	0.004167776	0.007898921	0.022559711	0.025061886	2.20284E-05	0.80655231	0.1325704	10279.345
0.004275699	0.78629834	850.68414	406473.54	3068.6013	0.4764264	0.001160656	0.004162929	0.007872523	0.022523362	0.025043	2.20088E-05	0.80655231	0.1326611	10038.893
0.004333696	0.78761691	852.19567	405860.93	3069.9056	0.47558136	0.001156587	0.004158187	0.0078468	0.022487927	0.025024383	2.19896E-05	0.80655231	0.13274972	9806.0871
0.004391693	0.78891364	853.68033	405259.21	3071.1679	0.47475427	0.001152625	0.004153546	0.007821729	0.022453374	0.025006031	2.19707E-05	0.80655231	0.13283632	9580.6136
0.00444969	0.79018906	855.13882	404668.11	3072.3896	0.47394455	0.001148766	0.004149005	0.007797289	0.022419674	0.024987942	2.19522E-05	0.80655231	0.13292098	9362.1757
0.004507686	0.79144366	856.5718	404087.34	3073.5724	0.47315167	0.001145008	0.004144559	0.007773458	0.0223868	0.024970113	2.1934E-05	0.80655231	0.13300375	9150.4914
0.004565683	0.79267795	857.97991	403516.64	3074.7177	0.47237514	0.001141346	0.004140207	0.007750215	0.022354725	0.024952541	2.1916E-05	0.80655231	0.13308468	8945.2931
0.00462368	0.79389241	859.36379	402955.78	3075.8268	0.47161445	0.001137777	0.004135947	0.007727541	0.022323423	0.024935222	2.18984E-05	0.80655231	0.13316384	8746.326
0.004739674	0.79626364	862.0612	401862.55	3077.9417	0.47013875	0.001130906	0.004127688	0.007683827	0.022263041	0.02490133	2.18639E-05	0.80655231	0.13331701	8366.1294
0.004855668	0.79856088	864.66862	400805.79	3079.9272	0.46872105	0.001124372	0.004119765	0.007642174	0.022205469	0.024868412	2.18305E-05	0.80655231	0.13346366	8008.1013
0.004971662	0.80078742	867.19032	399783.77	3081.7921	0.46735805	0.001118152	0.00411216	0.007602452	0.022150536	0.02483644	2.1798E-05	0.80655231	0.13360417	7670.6078
0.005087656	0.80294636	869.6303	398794.88	3083.5448	0.46604676	0.001112226	0.004104855	0.007564543	0.022098084	0.024805386	2.17665E-05	0.80655231	0.13373886	7352.1627
0.00520365	0.80504063	871.99232	397837.58	3085.1931	0.46478435	0.001106576	0.004097837	0.007528337	0.022047967	0.024775223	2.17358E-05	0.80655231	0.13386806	7051.4114
0.005319644	0.80707296	874.27991	396910.45	3086.7438	0.46356822	0.001101185	0.00409109	0.007493732	0.022000048	0.024745922	2.17059E-05	0.80655231	0.13399207	6767.1173
0.005435638	0.80904595	876.49637	396012.14	3088.2035	0.46239596	0.001096037	0.0040846	0.007460633	0.021954203	0.024717458	2.16768E-05	0.80655231	0.13411116	6498.149
0.005551632	0.81096204	878.64483	395141.39	3089.5782	0.46126531	0.001091117	0.004078355	0.007428954	0.021910313	0.024689802	2.16484E-05	0.80655231	0.13422559	6243.4699
0.005667626	0.81282354	880.72823	394297.02	3090.8734	0.46017417	0.001086413	0.004072343	0.007398614	0.021868271	0.02466293	2.16207E-05	0.80655231	0.1343356	6002.1285
0.005783619	0.81463263	882.74932	393477.89	3092.0941	0.45912058	0.001081912	0.004066553	0.007369536	0.021827975	0.024636815	2.15937E-05	0.80655231	0.13444143	5773.2503
0.005899613	0.8163914	884.71073	392682.96	3093.2453	0.45810271	0.001077601	0.004060973	0.007341653	0.02178933	0.024611432	2.15673E-05	0.80655231	0.13454327	5556.0301
0.006015607	0.81810178	886.61492	391911.21	3094.3311	0.45711884	0.001073471	0.004055594	0.007314897	0.021752249	0.024586756	2.15415E-05	0.80655231	0.13464132	5349.7258
0.006131601	0.81976566	888.46424	391161.7	3095.3557	0.45616736	0.001069511	0.004050407	0.007289208	0.021716649	0.024562765	2.15163E-05	0.80655231	0.13473579	5153.6523
0.006247595	0.82138478	890.26089	390433.54	3096.3229	0.45524676	0.001065712	0.004045402	0.007264531	0.021682452	0.024539436	2.14916E-05	0.80655231	0.13482683	4967.1764
0.006363589	0.82296084	892.00697	389725.88	3097.2362	0.45435562	0.001062066	0.004040571	0.007240811	0.021649587	0.024516745	2.14675E-05	0.80655231	0.13491462	4789.7121
0.006479583	0.82449543	893.70446	389037.9	3098.0988	0.45349263	0.001058564	0.004035906	0.007218	0.021617986	0.024494672	2.1444E-05	0.80655231	0.1349993	4620.7165
0.006595577	0.82599006	895.35525	388368.85	3098.9138	0.45265651	0.001055198	0.0040314	0.007196051	0.021587586	0.024473196	2.14209E-05	0.80655231	0.13508103	4459.686
0.006711571	0.82744618	896.96113	387718.01	3099.684	0.45184609	0.001051962	0.004027046	0.00717492	0.021558327	0.024452297	2.13983E-05	0.80655231	0.13515994	4306.1532
0.006827565	0.82886516	898.52381	387084.68	3100.4121	0.45106026	0.001048849	0.004022836	0.007154568	0.021530153	0.024431955	2.13762E-05	0.80655231	0.13523616	4159.6834
0.006943559	0.83024833	900.04489	386468.2	3101.1004	0.45029797	0.001045853	0.004018765	0.007134955	0.021503012	0.024412151	2.13546E-05	0.80655231	0.13530982	4019.8723
0.007059552	0.83159694	901.52591	385867.96	3101.7514	0.44955822	0.001042968	0.004014826	0.007116047	0.021476855	0.024392868	2.13334E-05	0.80655231	0.13538102	3886.3431
0.007175546	0.83291218	902.96835	385283.36	3102.3672	0.44884008	0.001040189	0.004011015	0.007097808	0.021451635	0.024374089	2.13126E-05	0.80655231	0.13544988	3758.745
0.00729154	0.83419519	904.37359	384713.83	3102.9497	0.44814266	0.00103751	0.004007324	0.007080208	0.021427308	0.024355795	2.12922E-05	0.80655231	0.1355165	3636.7502
0.007407534	0.83544707	905.74297	384158.83	3103.5009	0.44746512	0.001034926	0.00400375	0.007063217	0.021403832	0.024337973	2.12723E-05	0.80655231	0.13558097	3520.0528
0.007523528	0.83666886	907.07775	383617.86	3104.0225	0.44680666	0.001032434	0.004000288	0.007046807	0.02138117	0.024320605	2.12527E-05	0.80655231	0.13564339	3408.367
0.007639522	0.83786155	908.37916	383090.42	3104.5161	0.44616654	0.001030029	0.003996932	0.00703095	0.021359283	0.024303676	2.12336E-05	0.80655231	0.13570385	3301.4252
0.007755516	0.83902612	909.64834	382576.03	3104.9833	0.44554403	0.001027706	0.003993679	0.007015623	0.021338138	0.024287174	2.12148E-05	0.80655231	0.13576243	3198.9769
0.00787151	0.84016347	910.88639	382074.26	3105.4256	0.44493845	0.001025462	0.003990525	0.007000802	0.021317701	0.024271083	2.11963E-05	0.80655231	0.1358192	3100.7877
0.007987504	0.84127447	912.09439	381584.68	3105.8444	0.44434917	0.001023294	0.003987465	0.006986463	0.021297942	0.02425539	2.11783E-05	0.80655231	0.13587424	3006.6374
0.008103498	0.84235998	913.27333	381106.87	3106.2408	0.44377556	0.001021198	0.003984495	0.006972587	0.02127883	0.024240082	2.11605E-05	0.80655231	0.13592762	2916.3196
0.008219492	0.8434208	914.42419	380640.44	3106.6161	0.44321704	0.00101917	0.003981613	0.006959153	0.021260339	0.024225148	2.11431E-05	0.80655231	0.13597942	2829.6406
0.008335485	0.8444577	915.54788	380185.02	3106.9714	0.44267306	0.001017209	0.003978814	0.006946142	0.021242442	0.024210574	2.11261E-05	0.80655231	0.13602968	2746.4181
0.008451479	0.84547142	916.6453	379740.24	3107.3078	0.44214309	0.001015311	0.003976096	0.006933537	0.021225113	0.02419635	2.11093E-05	0.80655231	0.13607848	2666.481
0.008567473	0.84646269	917.7173	379305.78	3107.6262	0.44162661	0.001013472	0.003973455	0.006921321	0.02120833	0.024182465	2.10929E-05	0.80655231	0.13612586	2589.668
0.008799461	0.84838055	919.78824	378466.45	3108.2131	0.44063227	0.001009967	0.003968395	0.00689799	0.021176309	0.024155668	2.10609E-05	0.80655231	0.13621662	2444.8167
0.009031449	0.85021645	921.76683	377664.55	3108.7389	0.43968645	0.001006674	0.00396361	0.006876031	0.021146213	0.024130103	2.10301E-05	0.80655231	0.13630236	2310.7524
0.009263437	0.85197517	923.65872	376897.79	3109.2097	0.43878586	0.001003577	0.003959082	0.006855337	0.02111789	0.024105695	2.10004E-05	0.80655231	0.13638344	2186.4858
0.009495425	0.85366115	925.4691	376164.06	3109.631	0.43792752	0.001000659	0.003954792	0.006835811	0.021091206	0.024082375	2.09717E-05	0.80655231	0.13646022	2071.135
0.009727412	0.85527849	927.20279	375461.42	3110.0076	0.43710868	0.000997908	0.003950723	0.006817365	0.021066035	0.02406008	2.09441E-05	0.80655231	0.13653299	1963.9116
0.0099594	0.856831	928.86423	374788.05	3110.3438	0.43632683	0.00099531	0.00394686	0.006799919	0.021042266	0.024038748	2.09174E-05	0.80655231	0.13660203	1864.1098
0.01	0.85832225	930.45757	374142.29	3110.6436	0.43557965	0.000994871	0.003946204	0.006796964	0.021038243	0.024035109	2.09128E-05	0.80655231	0.13661374	1771.0959
